Phase Identity,Integer identifying grain,Number of measurement points in the grain,Area of grain in square microns,Diameter of grain in microns,ASTM grain size
2,54007,2,0.00624,0.09,24.3
2,54010,4,0.0125,0.13,23.3
2,54026,2,0.00624,0.09,24.3
2,54055,2,0.00624,0.09,24.3
2,54071,2,0.00624,0.09,24.3
2,54079,2,0.00624,0.09,24.3
2,54080,2,0.00624,0.09,24.3
2,54104,2,0.00624,0.09,24.3
2,54128,2,0.00624,0.09,24.3
2,54160,2,0.00624,0.09,24.3
2,54240,2,0.00624,0.09,24.3
2,54253,2,0.00624,0.09,24.3
2,54268,2,0.00624,0.09,24.3
2,54271,3,0.00935,0.11,23.7
2,54303,2,0.00624,0.09,24.3
2,54308,2,0.00624,0.09,24.3
2,54311,2,0.00624,0.09,24.3
2,54312,5,0.0156,0.14,23
2,54313,2,0.00624,0.09,24.3
2,54380,2,0.00624,0.09,24.3
2,54386,2,0.00624,0.09,24.3
2,54430,2,0.00624,0.09,24.3
2,54485,3,0.00935,0.11,23.7
2,54510,2,0.00624,0.09,24.3
2,54532,2,0.00624,0.09,24.3
2,54555,247,0.77,0.99,17.4
2,54584,481,1.50E+//0-,1.38,16.4
2,54614,2,0.00624,0.09,24.3
2,54622,2,0.00624,0.09,24.3
2,54623,2,0.00624,0.09,24.3
2,54645,2,0.00624,0.09,24.3
2,54648,2,0.00624,0.09,24.3
2,54668,3,0.00935,0.11,23.7
2,54670,3,0.00935,0.11,23.7
2,54671,4,0.0125,0.13,23.3
2,54673,2,0.00624,0.09,24.3
2,54674,2,0.00624,0.09,24.3
2,54690,2,0.00624,0.09,24.3
2,54694,2,0.00624,0.09,24.3
2,54709,2,0.00624,0.09,24.3
2,54726,2,0.00624,0.09,24.3
2,54757,3,0.00935,0.11,23.7
2,54772,2,0.00624,0.09,24.3
2,54781,2,0.00624,0.09,24.3
2,54818,13,0.0405,0.23,21.6
2,54854,2,0.00624,0.09,24.3
2,54855,5,0.0156,0.14,23
2,54882,2,0.00624,0.09,24.3
2,54919,2,0.00624,0.09,24.3
2,54927,2,0.00624,0.09,24.3
2,54948,2,0.00624,0.09,24.3
2,55010,5,0.0156,0.14,23
2,55030,2,0.00624,0.09,24.3
2,55047,2,0.00624,0.09,24.3
2,55057,4,0.0125,0.13,23.3
2,55058,5,0.0156,0.14,23
2,55063,2,0.00624,0.09,24.3
2,55064,3,0.00935,0.11,23.7
2,55066,2,0.00624,0.09,24.3
2,55070,2,0.00624,0.09,24.3
2,55076,59,0.184,0.48,19.4
2,55085,2,0.00624,0.09,24.3
2,55087,2,0.00624,0.09,24.3
2,55100,2,0.00624,0.09,24.3
2,55102,2,0.00624,0.09,24.3
2,55134,2,0.00624,0.09,24.3
2,55169,2,0.00624,0.09,24.3
2,55189,4,0.0125,0.13,23.3
2,55194,2,0.00624,0.09,24.3
2,55219,2,0.00624,0.09,24.3
2,55274,2,0.00624,0.09,24.3
2,55281,2,0.00624,0.09,24.3
2,55332,2,0.00624,0.09,24.3
2,55343,2,0.00624,0.09,24.3
2,55357,2,0.00624,0.09,24.3
2,55376,2,0.00624,0.09,24.3
2,55377,2,0.00624,0.09,24.3
2,55380,2,0.00624,0.09,24.3
2,55383,2,0.00624,0.09,24.3
2,55409,2,0.00624,0.09,24.3
2,55423,2,0.00624,0.09,24.3
2,55428,3,0.00935,0.11,23.7
2,55453,2,0.00624,0.09,24.3
2,55456,2,0.00624,0.09,24.3
2,55464,2,0.00624,0.09,24.3
2,55479,2,0.00624,0.09,24.3
2,55491,245,0.764,0.99,17.4
2,55525,2,0.00624,0.09,24.3
2,55547,3,0.00935,0.11,23.7
2,55563,2,0.00624,0.09,24.3
2,55608,2,0.00624,0.09,24.3
2,55638,2,0.00624,0.09,24.3
2,55694,2,0.00624,0.09,24.3
2,55704,4,0.0125,0.13,23.3
2,55719,2,0.00624,0.09,24.3
2,55725,4,0.0125,0.13,23.3
2,55732,2,0.00624,0.09,24.3
2,55748,4,0.0125,0.13,23.3
2,55755,3,0.00935,0.11,23.7
2,55768,2,0.00624,0.09,24.3
2,55770,2,0.00624,0.09,24.3
2,55771,2,0.00624,0.09,24.3
2,55804,2,0.00624,0.09,24.3
2,55840,2,0.00624,0.09,24.3
2,55871,2,0.00624,0.09,24.3
2,55887,2,0.00624,0.09,24.3
2,55907,2,0.00624,0.09,24.3
2,55922,3,0.00935,0.11,23.7
2,55947,31,0.0967,0.35,20.4
2,55951,2,0.00624,0.09,24.3
2,55978,2,0.00624,0.09,24.3
2,55996,3,0.00935,0.11,23.7
2,55998,4,0.0125,0.13,23.3
2,56026,557,1.74E+//0-,1.49,16.2
2,56038,26,0.0811,0.32,20.6
2,56058,2,0.00624,0.09,24.3
2,56064,2,0.00624,0.09,24.3
2,56083,5,0.0156,0.14,23
2,56143,2,0.00624,0.09,24.3
2,56159,32,0.0998,0.36,20.3
2,56161,3,0.00935,0.11,23.7
2,56184,2,0.00624,0.09,24.3
2,56188,7,0.0218,0.17,22.5
2,56208,2,0.00624,0.09,24.3
2,56222,3,0.00935,0.11,23.7
2,56259,2,0.00624,0.09,24.3
2,56270,116,0.362,0.68,18.4
2,56283,113,0.352,0.67,18.5
2,56312,2,0.00624,0.09,24.3
2,56315,38,0.119,0.39,20.1
2,56338,2,0.00624,0.09,24.3
2,56365,2,0.00624,0.09,24.3
2,56414,3,0.00935,0.11,23.7
2,56455,2,0.00624,0.09,24.3
2,56488,2,0.00624,0.09,24.3
2,56502,45,0.14,0.42,19.8
2,56505,2,0.00624,0.09,24.3
2,56509,2,0.00624,0.09,24.3
2,56583,2,0.00624,0.09,24.3
2,56609,2,0.00624,0.09,24.3
2,56668,2,0.00624,0.09,24.3
2,56669,3,0.00935,0.11,23.7
2,56670,2,0.00624,0.09,24.3
2,56686,2,0.00624,0.09,24.3
2,56717,2,0.00624,0.09,24.3
2,56727,2,0.00624,0.09,24.3
2,56746,14,0.0437,0.24,21.5
2,56747,2,0.00624,0.09,24.3
2,56756,2,0.00624,0.09,24.3
2,56774,9,0.0281,0.19,22.1
2,56804,2,0.00624,0.09,24.3
2,56824,3,0.00935,0.11,23.7
2,56849,2,0.00624,0.09,24.3
2,56868,2,0.00624,0.09,24.3
2,56911,2,0.00624,0.09,24.3
